timestamp,temperature_2m,relative_humidity_2m,surface_pressure,wind_speed_10m
2014-12-11 00:00:00+00:00,21.4,36,975.9,10.2
2014-12-11 01:00:00+00:00,20.6,39,975.8,8.1
2014-12-11 02:00:00+00:00,20.1,39,975.7,8.1
2014-12-11 03:00:00+00:00,19.6,41,976.0,7.8
2014-12-11 04:00:00+00:00,19.0,42,976.3,7.2
2014-12-11 05:00:00+00:00,18.5,44,976.8,7.2
2014-12-11 06:00:00+00:00,18.8,44,977.3,8.7
2014-12-11 07:00:00+00:00,22.7,34,978.5,7.6
2014-12-11 08:00:00+00:00,26.5,25,979.3,7.2
2014-12-11 09:00:00+00:00,29.9,20,979.4,7.2
2014-12-11 10:00:00+00:00,32.5,17,979.0,9.2
2014-12-11 11:00:00+00:00,34.1,15,978.2,10.4
2014-12-11 12:00:00+00:00,34.9,14,977.2,10.9
2014-12-11 13:00:00+00:00,35.3,13,976.6,10.9
2014-12-11 14:00:00+00:00,35.2,13,976.1,10.5
2014-12-11 15:00:00+00:00,34.7,13,975.8,10.1
2014-12-11 16:00:00+00:00,33.1,17,976.0,7.2
2014-12-11 17:00:00+00:00,30.7,20,976.3,8.7
2014-12-11 18:00:00+00:00,28.7,22,976.6,8.8
2014-12-11 19:00:00+00:00,27.4,24,977.2,8.7
2014-12-11 20:00:00+00:00,26.3,24,977.6,12.2
2014-12-11 21:00:00+00:00,25.4,22,978.3,17.1
2014-12-11 22:00:00+00:00,24.3,22,978.1,17.3
2014-12-11 23:00:00+00:00,23.2,23,977.9,16.1
2014-12-12 00:00:00+00:00,22.4,23,977.9,15.6
2014-12-12 01:00:00+00:00,21.7,23,977.7,15.5
2014-12-12 02:00:00+00:00,21.0,23,977.6,14.9
2014-12-12 03:00:00+00:00,20.5,23,977.8,14.5
2014-12-12 04:00:00+00:00,19.9,24,978.2,14.1
2014-12-12 05:00:00+00:00,19.5,24,978.3,13.7
2014-12-12 06:00:00+00:00,19.7,24,979.0,14.8
2014-12-12 07:00:00+00:00,21.7,21,979.9,15.6
2014-12-12 08:00:00+00:00,23.9,18,980.7,16.7
2014-12-12 09:00:00+00:00,26.1,16,980.7,17.0
2014-12-12 10:00:00+00:00,28.0,14,980.3,16.6
2014-12-12 11:00:00+00:00,29.7,13,979.4,15.7
2014-12-12 12:00:00+00:00,30.8,12,978.2,15.1
2014-12-12 13:00:00+00:00,31.5,12,977.5,15.3
2014-12-12 14:00:00+00:00,31.7,12,976.8,15.7
2014-12-12 15:00:00+00:00,31.3,12,976.5,15.3
2014-12-12 16:00:00+00:00,30.0,14,977.1,11.3
2014-12-12 17:00:00+00:00,27.8,16,977.2,9.0
2014-12-12 18:00:00+00:00,26.3,18,978.0,9.7
2014-12-12 19:00:00+00:00,25.6,18,978.6,11.2
2014-12-12 20:00:00+00:00,24.7,19,979.1,12.2
2014-12-12 21:00:00+00:00,24.3,19,979.1,13.4
2014-12-12 22:00:00+00:00,23.7,19,978.7,13.1
2014-12-12 23:00:00+00:00,23.1,19,978.7,12.4
2014-12-13 00:00:00+00:00,22.7,20,978.3,12.4
2014-12-13 01:00:00+00:00,22.3,20,977.9,12.0
2014-12-13 02:00:00+00:00,22.1,19,977.7,12.0
2014-12-13 03:00:00+00:00,21.9,19,977.7,12.3
2014-12-13 04:00:00+00:00,21.8,19,978.2,12.4
2014-12-13 05:00:00+00:00,21.6,20,978.7,12.1
2014-12-13 06:00:00+00:00,21.5,21,979.1,12.5
2014-12-13 07:00:00+00:00,21.9,21,979.7,14.5
2014-12-13 08:00:00+00:00,23.4,20,980.5,16.1
2014-12-13 09:00:00+00:00,25.0,19,980.1,16.6
2014-12-13 10:00:00+00:00,26.4,17,979.9,16.4
2014-12-13 11:00:00+00:00,28.2,16,978.8,16.3
2014-12-13 12:00:00+00:00,29.4,15,977.6,15.4
2014-12-13 13:00:00+00:00,30.3,15,976.7,14.6
2014-12-13 14:00:00+00:00,30.7,15,976.4,14.0
2014-12-13 15:00:00+00:00,30.5,15,976.4,13.0
2014-12-13 16:00:00+00:00,29.3,16,976.9,9.5
2014-12-13 17:00:00+00:00,27.1,19,977.3,9.0
2014-12-13 18:00:00+00:00,25.6,21,978.2,11.5
2014-12-13 19:00:00+00:00,24.6,21,978.8,13.7
2014-12-13 20:00:00+00:00,23.8,21,979.3,15.3
2014-12-13 21:00:00+00:00,23.0,22,979.3,15.6
2014-12-13 22:00:00+00:00,22.3,23,979.1,15.0
2014-12-13 23:00:00+00:00,21.6,24,978.9,14.3
2014-12-14 00:00:00+00:00,21.1,25,978.6,13.9
2014-12-14 01:00:00+00:00,20.6,26,978.3,13.5
2014-12-14 02:00:00+00:00,20.3,27,978.3,12.7
2014-12-14 03:00:00+00:00,20.2,28,978.3,12.4
2014-12-14 04:00:00+00:00,20.1,28,978.5,11.7
2014-12-14 05:00:00+00:00,19.9,28,978.8,11.7
2014-12-14 06:00:00+00:00,20.2,28,979.3,12.9
2014-12-14 07:00:00+00:00,21.8,25,980.3,14.6
2014-12-14 08:00:00+00:00,23.5,22,980.7,16.4
2014-12-14 09:00:00+00:00,25.9,19,980.5,15.9
2014-12-14 10:00:00+00:00,28.0,18,980.0,14.7
2014-12-14 11:00:00+00:00,29.9,16,979.3,13.2
2014-12-14 12:00:00+00:00,31.3,15,978.4,12.6
2014-12-14 13:00:00+00:00,32.2,14,977.4,12.3
2014-12-14 14:00:00+00:00,32.5,14,977.3,12.4
2014-12-14 15:00:00+00:00,32.1,14,977.0,13.0
2014-12-14 16:00:00+00:00,30.7,16,977.3,9.4
2014-12-14 17:00:00+00:00,28.3,18,977.5,9.7
2014-12-14 18:00:00+00:00,26.7,20,978.1,11.5
2014-12-14 19:00:00+00:00,25.9,20,979.0,12.6
2014-12-14 20:00:00+00:00,24.8,21,979.6,13.8
2014-12-14 21:00:00+00:00,23.9,22,979.8,14.3
2014-12-14 22:00:00+00:00,23.0,24,979.3,13.9
2014-12-14 23:00:00+00:00,22.3,25,979.3,12.7
2014-12-15 00:00:00+00:00,21.4,26,979.2,12.4
2014-12-15 01:00:00+00:00,20.7,28,979.0,11.6
2014-12-15 02:00:00+00:00,20.1,29,978.9,10.9
2014-12-15 03:00:00+00:00,19.6,30,978.7,10.3
2014-12-15 04:00:00+00:00,19.1,31,979.1,9.6
2014-12-15 05:00:00+00:00,18.7,32,979.4,9.7
2014-12-15 06:00:00+00:00,19.1,32,979.9,11.5
2014-12-15 07:00:00+00:00,21.7,27,980.9,13.2
2014-12-15 08:00:00+00:00,24.2,23,981.2,15.5
2014-12-15 09:00:00+00:00,26.8,20,981.1,15.3
2014-12-15 10:00:00+00:00,29.2,17,980.8,13.6
2014-12-15 11:00:00+00:00,31.3,16,979.4,12.5
2014-12-15 12:00:00+00:00,33.0,14,978.4,12.0
2014-12-15 13:00:00+00:00,34.0,14,977.6,11.8
2014-12-15 14:00:00+00:00,34.5,13,977.0,12.2
2014-12-15 15:00:00+00:00,34.2,13,976.7,12.3
2014-12-15 16:00:00+00:00,32.8,15,977.2,7.4
2014-12-15 17:00:00+00:00,30.3,17,977.5,8.1
2014-12-15 18:00:00+00:00,28.4,19,978.2,8.7
2014-12-15 19:00:00+00:00,27.0,20,979.0,10.9
2014-12-15 20:00:00+00:00,26.0,21,979.3,13.4
2014-12-15 21:00:00+00:00,25.0,21,979.6,15.0
2014-12-15 22:00:00+00:00,24.0,22,979.7,14.8
2014-12-15 23:00:00+00:00,23.0,23,979.2,14.8
2014-12-16 00:00:00+00:00,22.1,24,979.2,15.1
2014-12-16 01:00:00+00:00,21.3,24,979.0,14.9
2014-12-16 02:00:00+00:00,20.6,25,978.6,14.0
2014-12-16 03:00:00+00:00,20.0,26,978.8,12.8
2014-12-16 04:00:00+00:00,19.4,27,979.2,11.6
2014-12-16 05:00:00+00:00,19.0,28,979.8,10.8
2014-12-16 06:00:00+00:00,19.2,28,980.2,12.2
2014-12-16 07:00:00+00:00,21.4,26,981.1,13.6
2014-12-16 08:00:00+00:00,24.1,22,981.4,13.7
2014-12-16 09:00:00+00:00,27.0,19,981.3,13.0
2014-12-16 10:00:00+00:00,29.6,17,980.7,11.7
2014-12-16 11:00:00+00:00,31.8,15,979.8,10.5
2014-12-16 12:00:00+00:00,33.2,14,978.6,9.9
2014-12-16 13:00:00+00:00,34.0,13,977.9,10.6
2014-12-16 14:00:00+00:00,34.2,13,977.5,11.2
2014-12-16 15:00:00+00:00,33.8,13,977.1,11.9
2014-12-16 16:00:00+00:00,32.3,15,977.1,8.6
2014-12-16 17:00:00+00:00,29.7,18,977.4,8.3
2014-12-16 18:00:00+00:00,27.7,19,978.0,9.0
2014-12-16 19:00:00+00:00,26.2,20,979.0,9.8
2014-12-16 20:00:00+00:00,25.0,20,979.4,11.0
2014-12-16 21:00:00+00:00,24.0,20,979.7,12.2
2014-12-16 22:00:00+00:00,23.0,21,979.8,12.7
2014-12-16 23:00:00+00:00,22.0,22,979.4,12.2
2014-12-17 00:00:00+00:00,21.1,24,979.4,11.8
2014-12-17 01:00:00+00:00,20.3,25,978.5,11.1
2014-12-17 02:00:00+00:00,19.5,27,978.3,10.6
2014-12-17 03:00:00+00:00,18.8,29,978.4,10.5
2014-12-17 04:00:00+00:00,18.2,30,978.4,10.3
2014-12-17 05:00:00+00:00,17.6,31,978.8,9.7
2014-12-17 06:00:00+00:00,17.7,32,979.5,11.1
2014-12-17 07:00:00+00:00,20.1,28,980.3,11.0
2014-12-17 08:00:00+00:00,22.9,24,981.3,10.8
2014-12-17 09:00:00+00:00,25.7,20,980.9,10.7
2014-12-17 10:00:00+00:00,28.3,16,980.4,10.3
2014-12-17 11:00:00+00:00,30.3,13,979.9,10.4
2014-12-17 12:00:00+00:00,31.6,11,978.9,10.6
2014-12-17 13:00:00+00:00,32.4,10,978.1,11.5
2014-12-17 14:00:00+00:00,32.6,10,977.7,11.9
2014-12-17 15:00:00+00:00,32.2,9,977.6,12.3
2014-12-17 16:00:00+00:00,30.6,11,977.7,7.9
2014-12-17 17:00:00+00:00,28.0,14,977.7,8.4
2014-12-17 18:00:00+00:00,25.9,16,978.4,8.4
2014-12-17 19:00:00+00:00,24.6,17,979.3,9.1
2014-12-17 20:00:00+00:00,23.3,18,979.8,9.7
2014-12-17 21:00:00+00:00,22.2,19,980.0,10.2
2014-12-17 22:00:00+00:00,21.2,21,979.9,11.5
2014-12-17 23:00:00+00:00,20.2,22,979.5,11.7
2014-12-18 00:00:00+00:00,19.3,24,979.2,11.7
2014-12-18 01:00:00+00:00,18.4,26,978.5,11.7
2014-12-18 02:00:00+00:00,17.7,27,978.6,11.7
2014-12-18 03:00:00+00:00,17.1,29,978.5,11.6
2014-12-18 04:00:00+00:00,16.5,31,978.8,11.3
2014-12-18 05:00:00+00:00,16.0,32,979.2,10.4
2014-12-18 06:00:00+00:00,16.1,33,979.9,11.3
2014-12-18 07:00:00+00:00,19.2,28,981.0,11.1
2014-12-18 08:00:00+00:00,22.4,23,981.7,12.0
2014-12-18 09:00:00+00:00,25.1,19,981.3,11.9
2014-12-18 10:00:00+00:00,27.5,15,981.0,11.1
2014-12-18 11:00:00+00:00,29.4,12,980.1,10.0
2014-12-18 12:00:00+00:00,30.7,11,979.1,10.1
2014-12-18 13:00:00+00:00,31.4,10,978.3,11.3
2014-12-18 14:00:00+00:00,31.5,9,977.6,12.8
2014-12-18 15:00:00+00:00,31.1,9,977.6,13.1
2014-12-18 16:00:00+00:00,29.8,11,977.7,8.5
2014-12-18 17:00:00+00:00,27.4,13,978.1,8.7
2014-12-18 18:00:00+00:00,25.2,16,978.5,8.7
2014-12-18 19:00:00+00:00,23.4,18,979.1,9.0
2014-12-18 20:00:00+00:00,22.0,20,979.6,8.9
2014-12-18 21:00:00+00:00,20.7,21,979.4,8.7
2014-12-18 22:00:00+00:00,19.7,23,979.1,9.1
2014-12-18 23:00:00+00:00,18.8,24,978.8,10.0
2014-12-19 00:00:00+00:00,18.0,25,978.7,10.2
2014-12-19 01:00:00+00:00,17.2,26,978.4,9.9
2014-12-19 02:00:00+00:00,16.4,28,978.5,9.6
2014-12-19 03:00:00+00:00,15.7,30,978.3,9.6
2014-12-19 04:00:00+00:00,15.1,32,978.4,8.6
2014-12-19 05:00:00+00:00,14.3,35,979.0,7.6
2014-12-19 06:00:00+00:00,14.2,38,979.5,8.6
2014-12-19 07:00:00+00:00,18.6,29,980.6,8.2
2014-12-19 08:00:00+00:00,22.3,23,981.3,9.4
2014-12-19 09:00:00+00:00,25.3,18,981.1,10.0
2014-12-19 10:00:00+00:00,27.7,14,980.6,10.5
2014-12-19 11:00:00+00:00,29.6,12,979.8,11.2
2014-12-19 12:00:00+00:00,30.9,10,978.7,12.0
2014-12-19 13:00:00+00:00,31.8,9,978.0,12.6
2014-12-19 14:00:00+00:00,32.0,9,977.6,13.0
2014-12-19 15:00:00+00:00,31.6,9,977.7,13.0
2014-12-19 16:00:00+00:00,30.1,11,977.9,7.6
2014-12-19 17:00:00+00:00,27.8,14,977.9,9.7
2014-12-19 18:00:00+00:00,25.5,16,978.8,9.0
2014-12-19 19:00:00+00:00,24.0,18,979.5,8.6
2014-12-19 20:00:00+00:00,22.7,19,980.1,9.7
2014-12-19 21:00:00+00:00,21.8,20,980.3,10.5
2014-12-19 22:00:00+00:00,21.0,21,979.7,12.3
2014-12-19 23:00:00+00:00,20.2,23,979.5,12.3
2014-12-20 00:00:00+00:00,19.4,25,979.4,11.4
2014-12-20 01:00:00+00:00,18.6,28,978.8,10.3
2014-12-20 02:00:00+00:00,17.9,30,978.8,9.2
2014-12-20 03:00:00+00:00,17.2,32,978.9,8.6
2014-12-20 04:00:00+00:00,16.5,35,979.1,8.0
2014-12-20 05:00:00+00:00,16.0,37,979.5,7.9
2014-12-20 06:00:00+00:00,16.1,38,979.8,10.0
2014-12-20 07:00:00+00:00,20.3,29,981.2,10.2
2014-12-20 08:00:00+00:00,23.7,24,982.1,12.6
2014-12-20 09:00:00+00:00,26.5,20,982.1,14.7
2014-12-20 10:00:00+00:00,28.9,17,981.4,16.1
2014-12-20 11:00:00+00:00,30.7,13,980.4,16.3
2014-12-20 12:00:00+00:00,32.0,11,979.4,15.6
2014-12-20 13:00:00+00:00,32.8,10,978.4,15.5
2014-12-20 14:00:00+00:00,33.0,10,977.8,15.3
2014-12-20 15:00:00+00:00,32.6,10,977.6,14.8
2014-12-20 16:00:00+00:00,31.1,11,977.9,10.5
2014-12-20 17:00:00+00:00,28.4,13,978.0,9.3
2014-12-20 18:00:00+00:00,26.5,15,978.8,11.4
2014-12-20 19:00:00+00:00,25.4,16,980.0,13.2
2014-12-20 20:00:00+00:00,24.5,18,980.7,15.2
2014-12-20 21:00:00+00:00,23.6,20,981.0,16.1
2014-12-20 22:00:00+00:00,22.6,23,980.4,16.5
2014-12-20 23:00:00+00:00,21.6,24,980.2,15.3
2014-12-21 00:00:00+00:00,20.7,26,980.0,14.3
2014-12-21 01:00:00+00:00,19.9,27,979.5,13.5
2014-12-21 02:00:00+00:00,19.2,28,979.2,13.0
2014-12-21 03:00:00+00:00,18.6,28,979.4,12.6
2014-12-21 04:00:00+00:00,18.0,29,979.3,12.1
2014-12-21 05:00:00+00:00,17.6,29,979.8,12.2
2014-12-21 06:00:00+00:00,17.7,28,980.4,13.7
2014-12-21 07:00:00+00:00,20.1,24,981.6,15.6
2014-12-21 08:00:00+00:00,22.5,20,982.2,17.6
2014-12-21 09:00:00+00:00,24.9,18,982.0,16.7
2014-12-21 10:00:00+00:00,27.3,16,981.5,16.2
2014-12-21 11:00:00+00:00,29.3,14,980.6,15.5
2014-12-21 12:00:00+00:00,30.8,13,979.5,15.0
2014-12-21 13:00:00+00:00,31.7,13,978.9,15.0
2014-12-21 14:00:00+00:00,32.0,12,978.0,15.5
2014-12-21 15:00:00+00:00,31.6,13,977.9,15.6
2014-12-21 16:00:00+00:00,30.4,14,978.2,12.1
2014-12-21 17:00:00+00:00,27.8,16,978.4,10.2
2014-12-21 18:00:00+00:00,26.0,18,979.4,12.0
2014-12-21 19:00:00+00:00,25.0,18,980.6,14.3
2014-12-21 20:00:00+00:00,23.9,19,981.3,16.2
2014-12-21 21:00:00+00:00,22.8,20,981.5,16.7
2014-12-21 22:00:00+00:00,21.8,22,981.2,17.3
2014-12-21 23:00:00+00:00,20.8,23,981.0,16.7
2014-12-22 00:00:00+00:00,20.0,24,980.7,16.1
2014-12-22 01:00:00+00:00,19.2,26,980.0,15.6
2014-12-22 02:00:00+00:00,18.6,27,979.6,14.7
2014-12-22 03:00:00+00:00,18.0,28,979.7,13.9
2014-12-22 04:00:00+00:00,17.5,30,979.7,13.7
2014-12-22 05:00:00+00:00,17.0,31,980.1,13.0
2014-12-22 06:00:00+00:00,17.1,32,980.6,14.5
2014-12-22 07:00:00+00:00,19.0,30,981.7,16.2
2014-12-22 08:00:00+00:00,21.3,27,982.3,17.0
2014-12-22 09:00:00+00:00,23.8,23,982.0,16.2
2014-12-22 10:00:00+00:00,26.1,20,981.5,14.9
2014-12-22 11:00:00+00:00,28.1,17,980.6,13.8
2014-12-22 12:00:00+00:00,29.6,15,979.6,13.5
2014-12-22 13:00:00+00:00,30.5,14,978.8,13.4
2014-12-22 14:00:00+00:00,30.8,14,978.3,13.9
2014-12-22 15:00:00+00:00,30.5,14,978.1,14.0
2014-12-22 16:00:00+00:00,29.2,15,978.2,11.4
2014-12-22 17:00:00+00:00,26.7,18,978.5,9.5
2014-12-22 18:00:00+00:00,25.0,19,979.3,11.7
2014-12-22 19:00:00+00:00,23.9,20,980.3,13.8
2014-12-22 20:00:00+00:00,22.9,21,981.2,15.6
2014-12-22 21:00:00+00:00,21.8,22,981.5,16.4
2014-12-22 22:00:00+00:00,20.8,24,981.4,16.9
2014-12-22 23:00:00+00:00,19.9,25,981.1,16.9
2014-12-23 00:00:00+00:00,19.1,27,980.6,16.2
2014-12-23 01:00:00+00:00,18.4,28,980.2,15.8
2014-12-23 02:00:00+00:00,17.7,29,979.7,15.2
2014-12-23 03:00:00+00:00,17.2,30,980.0,14.7
2014-12-23 04:00:00+00:00,16.7,31,980.5,13.4
2014-12-23 05:00:00+00:00,16.3,32,980.9,12.7
2014-12-23 06:00:00+00:00,16.4,32,981.8,13.8
2014-12-23 07:00:00+00:00,18.2,29,983.0,15.8
2014-12-23 08:00:00+00:00,20.4,25,983.6,17.1
2014-12-23 09:00:00+00:00,22.8,22,983.3,16.3
2014-12-23 10:00:00+00:00,25.0,19,983.1,14.9
2014-12-23 11:00:00+00:00,26.9,17,982.2,14.3
2014-12-23 12:00:00+00:00,28.4,15,981.4,14.3
2014-12-23 13:00:00+00:00,29.3,14,980.6,14.7
2014-12-23 14:00:00+00:00,29.6,13,980.0,14.7
2014-12-23 15:00:00+00:00,29.3,13,979.7,14.9
2014-12-23 16:00:00+00:00,28.2,14,979.7,12.7
2014-12-23 17:00:00+00:00,25.7,16,979.8,9.9
2014-12-23 18:00:00+00:00,24.0,18,980.6,11.0
2014-12-23 19:00:00+00:00,22.8,19,981.9,13.1
2014-12-23 20:00:00+00:00,21.7,20,982.6,15.1
2014-12-23 21:00:00+00:00,20.7,21,982.9,15.8
2014-12-23 22:00:00+00:00,19.8,23,982.9,15.7
2014-12-23 23:00:00+00:00,18.9,25,982.5,15.0
2014-12-24 00:00:00+00:00,18.2,27,982.6,13.7
2014-12-24 01:00:00+00:00,17.4,29,982.0,12.2
2014-12-24 02:00:00+00:00,16.8,30,981.7,11.6
2014-12-24 03:00:00+00:00,16.1,32,981.8,11.4
2014-12-24 04:00:00+00:00,15.6,34,981.8,11.0
2014-12-24 05:00:00+00:00,15.1,35,981.9,10.7
2014-12-24 06:00:00+00:00,15.2,36,982.4,12.1
2014-12-24 07:00:00+00:00,17.5,32,983.4,13.7
2014-12-24 08:00:00+00:00,20.0,28,984.0,15.4
2014-12-24 09:00:00+00:00,22.4,24,983.9,14.8
2014-12-24 10:00:00+00:00,24.6,21,983.2,14.1
2014-12-24 11:00:00+00:00,26.5,18,982.7,13.2
2014-12-24 12:00:00+00:00,28.0,16,981.7,12.8
2014-12-24 13:00:00+00:00,28.9,15,980.6,12.7
2014-12-24 14:00:00+00:00,29.3,14,980.0,13.2
2014-12-24 15:00:00+00:00,29.0,14,979.7,13.6
2014-12-24 16:00:00+00:00,27.9,15,979.9,11.4
2014-12-24 17:00:00+00:00,25.4,18,980.0,8.7
2014-12-24 18:00:00+00:00,23.6,20,980.6,10.1
2014-12-24 19:00:00+00:00,22.4,21,981.4,12.3
2014-12-24 20:00:00+00:00,21.5,21,982.1,14.8
2014-12-24 21:00:00+00:00,20.5,22,982.2,16.1
2014-12-24 22:00:00+00:00,19.6,23,981.6,16.4
2014-12-24 23:00:00+00:00,18.7,24,981.4,15.3
2014-12-25 00:00:00+00:00,17.9,26,981.4,14.1
2014-12-25 01:00:00+00:00,17.2,27,980.9,12.9
2014-12-25 02:00:00+00:00,16.5,28,981.0,12.1
2014-12-25 03:00:00+00:00,15.9,29,981.0,11.4
2014-12-25 04:00:00+00:00,15.3,31,981.1,10.6
2014-12-25 05:00:00+00:00,14.7,32,981.3,9.7
2014-12-25 06:00:00+00:00,14.8,33,981.8,11.4
2014-12-25 07:00:00+00:00,17.2,30,983.1,13.5
2014-12-25 08:00:00+00:00,19.6,27,984.0,15.0
2014-12-25 09:00:00+00:00,22.0,24,983.9,14.1
2014-12-25 10:00:00+00:00,24.3,21,983.5,12.8
2014-12-25 11:00:00+00:00,26.3,19,982.4,11.3
2014-12-25 12:00:00+00:00,27.7,17,981.4,10.3
2014-12-25 13:00:00+00:00,28.6,16,980.7,9.8
2014-12-25 14:00:00+00:00,29.0,15,979.9,10.2
2014-12-25 15:00:00+00:00,28.7,15,979.7,10.5
2014-12-25 16:00:00+00:00,27.7,17,979.9,8.6
2014-12-25 17:00:00+00:00,25.6,20,980.0,8.0
2014-12-25 18:00:00+00:00,23.5,23,980.6,9.5
2014-12-25 19:00:00+00:00,22.1,25,981.1,10.6
2014-12-25 20:00:00+00:00,21.0,26,981.9,11.3
2014-12-25 21:00:00+00:00,20.1,27,981.6,11.9
2014-12-25 22:00:00+00:00,19.2,29,981.1,13.1
2014-12-25 23:00:00+00:00,18.4,30,981.0,13.1
2014-12-26 00:00:00+00:00,17.6,31,980.8,12.9
2014-12-26 01:00:00+00:00,16.9,31,980.4,12.3
2014-12-26 02:00:00+00:00,16.3,32,980.1,11.6
2014-12-26 03:00:00+00:00,15.6,33,980.1,11.0
2014-12-26 04:00:00+00:00,15.1,33,980.2,10.3
2014-12-26 05:00:00+00:00,14.5,34,980.5,9.5
2014-12-26 06:00:00+00:00,14.5,34,981.0,10.9
2014-12-26 07:00:00+00:00,17.0,30,981.7,11.9
2014-12-26 08:00:00+00:00,19.6,25,982.4,12.5
2014-12-26 09:00:00+00:00,22.2,21,982.4,11.8
2014-12-26 10:00:00+00:00,24.4,18,981.9,11.3
2014-12-26 11:00:00+00:00,26.2,16,981.1,9.8
2014-12-26 12:00:00+00:00,27.4,14,980.1,8.9
2014-12-26 13:00:00+00:00,28.2,13,979.2,8.7
2014-12-26 14:00:00+00:00,28.5,13,978.6,9.0
2014-12-26 15:00:00+00:00,28.3,13,978.6,9.4
2014-12-26 16:00:00+00:00,27.2,14,978.7,7.9
2014-12-26 17:00:00+00:00,25.2,18,978.8,7.6
2014-12-26 18:00:00+00:00,23.3,20,979.4,8.4
2014-12-26 19:00:00+00:00,21.7,23,980.1,9.3
2014-12-26 20:00:00+00:00,20.5,25,980.4,10.0
2014-12-26 21:00:00+00:00,19.5,26,980.5,10.1
2014-12-26 22:00:00+00:00,18.7,27,979.8,11.2
2014-12-26 23:00:00+00:00,18.0,28,979.6,11.3
2014-12-27 00:00:00+00:00,17.3,29,979.5,11.2
2014-12-27 01:00:00+00:00,16.6,30,979.3,10.6
2014-12-27 02:00:00+00:00,16.0,31,979.0,10.0
2014-12-27 03:00:00+00:00,15.5,32,979.1,9.7
2014-12-27 04:00:00+00:00,15.0,34,979.2,8.7
2014-12-27 05:00:00+00:00,14.6,35,979.8,8.4
2014-12-27 06:00:00+00:00,14.6,36,980.2,9.7
2014-12-27 07:00:00+00:00,17.6,30,981.4,10.0
2014-12-27 08:00:00+00:00,20.5,25,982.1,11.1
2014-12-27 09:00:00+00:00,23.1,21,982.0,11.7
2014-12-27 10:00:00+00:00,25.3,18,981.3,12.3
2014-12-27 11:00:00+00:00,26.9,16,980.6,11.1
2014-12-27 12:00:00+00:00,28.1,15,979.5,9.8
2014-12-27 13:00:00+00:00,28.8,14,978.7,9.7
2014-12-27 14:00:00+00:00,29.1,14,978.1,10.4
2014-12-27 15:00:00+00:00,28.9,14,977.9,11.5
2014-12-27 16:00:00+00:00,27.7,16,978.0,9.4
2014-12-27 17:00:00+00:00,25.5,19,978.5,8.0
2014-12-27 18:00:00+00:00,23.6,22,979.1,9.3
2014-12-27 19:00:00+00:00,22.1,24,980.0,10.0
2014-12-27 20:00:00+00:00,20.9,26,980.8,10.2
2014-12-27 21:00:00+00:00,20.0,26,980.9,10.8
2014-12-27 22:00:00+00:00,19.3,27,980.7,11.4
2014-12-27 23:00:00+00:00,18.5,27,980.5,11.5
2014-12-28 00:00:00+00:00,17.9,27,980.6,11.1
2014-12-28 01:00:00+00:00,17.3,28,980.2,10.9
2014-12-28 02:00:00+00:00,16.7,29,979.9,11.0
2014-12-28 03:00:00+00:00,16.3,30,980.0,10.9
2014-12-28 04:00:00+00:00,15.9,31,980.1,10.2
2014-12-28 05:00:00+00:00,15.5,32,980.6,9.8
2014-12-28 06:00:00+00:00,15.7,32,981.1,11.3
2014-12-28 07:00:00+00:00,18.4,27,982.0,11.4
2014-12-28 08:00:00+00:00,21.4,23,982.9,12.4
2014-12-28 09:00:00+00:00,24.2,19,982.3,12.2
2014-12-28 10:00:00+00:00,26.7,16,981.9,11.9
2014-12-28 11:00:00+00:00,28.6,14,980.8,11.4
2014-12-28 12:00:00+00:00,30.0,13,980.2,11.4
2014-12-28 13:00:00+00:00,30.9,12,979.3,11.3
2014-12-28 14:00:00+00:00,31.2,13,978.9,11.7
2014-12-28 15:00:00+00:00,30.9,13,979.0,11.7
2014-12-28 16:00:00+00:00,29.8,14,979.2,8.4
2014-12-28 17:00:00+00:00,27.5,17,979.4,8.0
2014-12-28 18:00:00+00:00,25.6,19,980.2,8.8
2014-12-28 19:00:00+00:00,24.1,22,980.8,9.6
2014-12-28 20:00:00+00:00,23.0,23,981.0,10.2
2014-12-28 21:00:00+00:00,22.1,23,981.0,10.4
2014-12-28 22:00:00+00:00,21.3,23,980.3,11.2
2014-12-28 23:00:00+00:00,20.6,24,980.0,11.3
2014-12-29 00:00:00+00:00,19.9,25,979.9,11.1
2014-12-29 01:00:00+00:00,19.2,27,979.4,10.7
2014-12-29 02:00:00+00:00,18.5,28,979.3,10.4
2014-12-29 03:00:00+00:00,17.9,30,979.2,10.2
2014-12-29 04:00:00+00:00,17.4,32,979.3,9.8
2014-12-29 05:00:00+00:00,17.0,33,979.7,9.7
2014-12-29 06:00:00+00:00,17.1,34,980.1,10.8
2014-12-29 07:00:00+00:00,20.0,30,981.5,11.3
2014-12-29 08:00:00+00:00,22.9,25,982.3,12.0
2014-12-29 09:00:00+00:00,25.6,21,982.1,11.8
2014-12-29 10:00:00+00:00,28.0,18,981.4,11.3
2014-12-29 11:00:00+00:00,30.0,16,980.3,11.5
2014-12-29 12:00:00+00:00,31.5,14,979.2,11.4
2014-12-29 13:00:00+00:00,32.4,14,978.4,11.0
2014-12-29 14:00:00+00:00,32.8,13,977.9,10.8
2014-12-29 15:00:00+00:00,32.5,14,977.3,11.3
2014-12-29 16:00:00+00:00,31.3,16,977.9,8.4
2014-12-29 17:00:00+00:00,28.6,19,978.0,9.2
